SubNum,Trial,Order,IDAll,IDSI,IDSD,IDSI_NoSat,SouthernnessIndividual,Healthfulness,Tastiness,Fillingness,Want,Southernness,ConsHealthy,ConsFilling,ConsTasty
34,23,1,3.2857,3.4,3,3,1,1,6,5,2,3.038,2.0253,5.0506,6.2911
34,24,1,3.2857,3.4,3,3,1,1,5,5,2,1.6962,2.3671,6.1772,6.1266
35,1,2,2.9286,2.8,3.25,2.5,6,4,7,7,5,6.6709,2.2785,6.4304,6.6329
35,2,2,2.9286,2.8,3.25,2.5,6,3,1,4,1,6.4557,3.3077,5.6329,5.557
35,3,2,2.9286,2.8,3.25,2.5,7,3,2,3,1,5.9114,3.557,4.359,5.0886
35,4,2,2.9286,2.8,3.25,2.5,7,4,6,7,4,6.5316,2.3544,6.3291,6.1013
35,5,2,2.9286,2.8,3.25,2.5,4,1,6,3,3,6.0253,2.7468,5.2436,5.9241
35,6,2,2.9286,2.8,3.25,2.5,7,5,2,1,1,6.5949,3.9114,3.0513,6.1266
35,7,2,2.9286,2.8,3.25,2.5,5,6,7,7,6,3.2658,6.1266,5.8228,5.962
35,8,2,2.9286,2.8,3.25,2.5,3,7,2,6,1,2.4231,6.1282,4.9231,5.2179
35,9,2,2.9286,2.8,3.25,2.5,1,6,5,6,2,2.9114,4.8462,5.038,4.5696
35,10,2,2.9286,2.8,3.25,2.5,3,4,4,3,2,2.8228,4.7468,5,4.7722
35,11,2,2.9286,2.8,3.25,2.5,3,5,6,4,5,4.1013,5.7848,3.3165,5.962
35,12,2,2.9286,2.8,3.25,2.5,2,6,1,1,1,2.481,6.6456,3.4937,4.6709
35,13,2,2.9286,2.8,3.25,2.5,7,3,1,3,1,5.6329,5.0886,5.1013,3.9494
35,14,2,2.9286,2.8,3.25,2.5,5,4,3,4,1,5.4051,5.4557,4.859,4.3544
35,15,2,2.9286,2.8,3.25,2.5,6,6,7,5,4,5.7722,5.6962,5,6.0886
35,16,2,2.9286,2.8,3.25,2.5,4,5,3,4,1,4.519,4.7179,5.5513,4.9241
35,17,2,2.9286,2.8,3.25,2.5,5,6,3,4,1,5.3038,5.6582,3.9241,4.1139
35,18,2,2.9286,2.8,3.25,2.5,7,3,7,1,3,5.6835,4.7342,3.0127,6.0886
35,19,2,2.9286,2.8,3.25,2.5,2,1,7,5,4,3.1139,2.7089,5.6282,6.1392
35,20,2,2.9286,2.8,3.25,2.5,1,1,5,5,4,3.2785,2.0641,5.0759,6.0127
35,21,2,2.9286,2.8,3.25,2.5,1,2,7,7,4,1.8228,2.519,6.0759,6.3165
35,22,2,2.9286,2.8,3.25,2.5,2,4,1,4,1,2.6835,2.6835,4.0253,4.4557
35,23,2,2.9286,2.8,3.25,2.5,1,1,7,4,7,3.038,2.0253,5.0506,6.2911
35,24,2,2.9286,2.8,3.25,2.5,1,4,7,7,5,1.6962,2.3671,6.1772,6.1266
36,1,1,3.8571,3.9,3.75,3.8333,7,2,7,7,7,6.6709,2.2785,6.4304,6.6329
36,2,1,3.8571,3.9,3.75,3.8333,7,6,6,7,7,6.4557,3.3077,5.6329,5.557
36,3,1,3.8571,3.9,3.75,3.8333,5,6,6,7,2,5.9114,3.557,4.359,5.0886
36,4,1,3.8571,3.9,3.75,3.8333,6,6,7,6,5,6.5316,2.3544,6.3291,6.1013
36,5,1,3.8571,3.9,3.75,3.8333,6,5,7,6,6,6.0253,2.7468,5.2436,5.9241
36,6,1,3.8571,3.9,3.75,3.8333,7,7,7,7,7,6.5949,3.9114,3.0513,6.1266
36,7,1,3.8571,3.9,3.75,3.8333,5,7,6,6,6,3.2658,6.1266,5.8228,5.962
36,8,1,3.8571,3.9,3.75,3.8333,3,2,2,3,3,2.4231,6.1282,4.9231,5.2179
36,9,1,3.8571,3.9,3.75,3.8333,4,5,6,5,3,2.9114,4.8462,5.038,4.5696
36,10,1,3.8571,3.9,3.75,3.8333,5,6,6,6,3,2.8228,4.7468,5,4.7722
36,11,1,3.8571,3.9,3.75,3.8333,5,6,7,6,7,4.1013,5.7848,3.3165,5.962
36,12,1,3.8571,3.9,3.75,3.8333,4,5,6,5,1,2.481,6.6456,3.4937,4.6709
36,13,1,3.8571,3.9,3.75,3.8333,7,6,6,7,2,5.6329,5.0886,5.1013,3.9494
36,14,1,3.8571,3.9,3.75,3.8333,7,7,6,6,5,5.4051,5.4557,4.859,4.3544
36,15,1,3.8571,3.9,3.75,3.8333,7,6,6,6,5,5.7722,5.6962,5,6.0886
36,16,1,3.8571,3.9,3.75,3.8333,6,7,7,6,6,4.519,4.7179,5.5513,4.9241
36,17,1,3.8571,3.9,3.75,3.8333,6,5,6,6,2,5.3038,5.6582,3.9241,4.1139
36,18,1,3.8571,3.9,3.75,3.8333,7,7,6,5,6,5.6835,4.7342,3.0127,6.0886
36,19,1,3.8571,3.9,3.75,3.8333,3,5,4,5,4,3.1139,2.7089,5.6282,6.1392
36,20,1,3.8571,3.9,3.75,3.8333,4,2,6,5,3,3.2785,2.0641,5.0759,6.0127
36,21,1,3.8571,3.9,3.75,3.8333,3,4,5,4,2,1.8228,2.519,6.0759,6.3165
36,22,1,3.8571,3.9,3.75,3.8333,4,5,5,6,5,2.6835,2.6835,4.0253,4.4557
36,23,1,3.8571,3.9,3.75,3.8333,3,2,4,4,6,3.038,2.0253,5.0506,6.2911
36,24,1,3.8571,3.9,3.75,3.8333,1,1,6,6,7,1.6962,2.3671,6.1772,6.1266
37,1,2,5,5,5,5,7,1,7,7,7,6.6709,2.2785,6.4304,6.6329
37,2,2,5,5,5,5,6,6,7,7,2,6.4557,3.3077,5.6329,5.557
37,3,2,5,5,5,5,7,7,7,1,1,5.9114,3.557,4.359,5.0886
37,4,2,5,5,5,5,4,6,6,7,2,6.5316,2.3544,6.3291,6.1013
37,5,2,5,5,5,5,7,7,7,7,7,6.0253,2.7468,5.2436,5.9241
37,6,2,5,5,5,5,3,7,7,1,4,6.5949,3.9114,3.0513,6.1266
37,7,2,5,5,5,5,7,7,7,7,7,3.2658,6.1266,5.8228,5.962
37,8,2,5,5,5,5,4,7,7,7,3,2.4231,6.1282,4.9231,5.2179
37,9,2,5,5,5,5,1,7,7,7,6,2.9114,4.8462,5.038,4.5696
37,10,2,5,5,5,5,7,7,7,7,1,2.8228,4.7468,5,4.7722
37,11,2,5,5,5,5,5,7,4,1,7,4.1013,5.7848,3.3165,5.962
37,12,2,5,5,5,5,1,7,7,1,7,2.481,6.6456,3.4937,4.6709
37,13,2,5,5,5,5,7,7,7,7,1,5.6329,5.0886,5.1013,3.9494
37,14,2,5,5,5,5,1,7,1,1,1,5.4051,5.4557,4.859,4.3544
37,15,2,5,5,5,5,7,7,7,1,4,5.7722,5.6962,5,6.0886
37,16,2,5,5,5,5,7,7,7,7,1,4.519,4.7179,5.5513,4.9241
37,17,2,5,5,5,5,1,7,3,1,1,5.3038,5.6582,3.9241,4.1139
37,18,2,5,5,5,5,7,7,7,1,4,5.6835,4.7342,3.0127,6.0886
37,19,2,5,5,5,5,1,5,5,3,4,3.1139,2.7089,5.6282,6.1392
37,20,2,5,5,5,5,3,4,4,1,NaN,3.2785,2.0641,5.0759,6.0127
37,21,2,5,5,5,5,1,1,5,5,7,1.8228,2.519,6.0759,6.3165
37,22,2,5,5,5,5,5,4,6,4,7,2.6835,2.6835,4.0253,4.4557
37,23,2,5,5,5,5,7,7,7,7,7,3.038,2.0253,5.0506,6.2911
37,24,2,5,5,5,5,7,7,7,7,7,1.6962,2.3671,6.1772,6.1266
38,1,2,3.5,3.5,3.5,2.8333,7,2,7,7,7,6.6709,2.2785,6.4304,6.6329
38,2,2,3.5,3.5,3.5,2.8333,6,4,7,4,6,6.4557,3.3077,5.6329,5.557
38,3,2,3.5,3.5,3.5,2.8333,2,3,1,2,1,5.9114,3.557,4.359,5.0886
38,4,2,3.5,3.5,3.5,2.8333,7,1,5,4,3,6.5316,2.3544,6.3291,6.1013
38,5,2,3.5,3.5,3.5,2.8333,6,2,6,3,5,6.0253,2.7468,5.2436,5.9241
38,6,2,3.5,3.5,3.5,2.8333,7,5,7,2,7,6.5949,3.9114,3.0513,6.1266
38,7,2,3.5,3.5,3.5,2.8333,3,7,7,7,6,3.2658,6.1266,5.8228,5.962
38,8,2,3.5,3.5,3.5,2.8333,4,7,7,7,6,2.4231,6.1282,4.9231,5.2179
38,9,2,3.5,3.5,3.5,2.8333,4,4,5,4,2,2.9114,4.8462,5.038,4.5696
38,10,2,3.5,3.5,3.5,2.8333,5,4,6,3,4,2.8228,4.7468,5,4.7722
38,11,2,3.5,3.5,3.5,2.8333,3,5,6,2,5,4.1013,5.7848,3.3165,5.962
38,12,2,3.5,3.5,3.5,2.8333,1,7,4,5,4,2.481,6.6456,3.4937,4.6709
38,13,2,3.5,3.5,3.5,2.8333,7,5,1,5,1,5.6329,5.0886,5.1013,3.9494
38,14,2,3.5,3.5,3.5,2.8333,2,4,1,3,1,5.4051,5.4557,4.859,4.3544
38,15,2,3.5,3.5,3.5,2.8333,6,3,7,4,7,5.7722,5.6962,5,6.0886
38,16,2,3.5,3.5,3.5,2.8333,3,4,5,5,2,4.519,4.7179,5.5513,4.9241
38,17,2,3.5,3.5,3.5,2.8333,1,7,1,2,1,5.3038,5.6582,3.9241,4.1139
38,18,2,3.5,3.5,3.5,2.8333,6,4,7,2,3,5.6835,4.7342,3.0127,6.0886
38,19,2,3.5,3.5,3.5,2.8333,3,1,7,7,3,3.1139,2.7089,5.6282,6.1392
38,20,2,3.5,3.5,3.5,2.8333,2,1,5,3,4,3.2785,2.0641,5.0759,6.0127
38,21,2,3.5,3.5,3.5,2.8333,1,1,5,7,4,1.8228,2.519,6.0759,6.3165
38,22,2,3.5,3.5,3.5,2.8333,1,6,4,5,2,2.6835,2.6835,4.0253,4.4557
38,23,2,3.5,3.5,3.5,2.8333,2,1,7,7,7,3.038,2.0253,5.0506,6.2911
38,24,2,3.5,3.5,3.5,2.8333,1,1,7,7,3,1.6962,2.3671,6.1772,6.1266
39,1,2,1.5,1,2.75,1,5,2,6,6,6,6.6709,2.2785,6.4304,6.6329
39,2,2,1.5,1,2.75,1,6,3,3,5,2,6.4557,3.3077,5.6329,5.557
39,3,2,1.5,1,2.75,1,4,3,2,3,3,5.9114,3.557,4.359,5.0886
39,4,2,1.5,1,2.75,1,6,3,4,4,3,6.5316,2.3544,6.3291,6.1013
39,5,2,1.5,1,2.75,1,4,2,3,5,NaN,6.0253,2.7468,5.2436,5.9241
39,6,2,1.5,1,2.75,1,7,1,4,2,2,6.5949,3.9114,3.0513,6.1266
39,7,2,1.5,1,2.75,1,2,5,4,5,4,3.2658,6.1266,5.8228,5.962
39,8,2,1.5,1,2.75,1,2,5,7,4,5,2.4231,6.1282,4.9231,5.2179
39,9,2,1.5,1,2.75,1,2,6,5,4,5,2.9114,4.8462,5.038,4.5696
39,10,2,1.5,1,2.75,1,4,2,5,7,2,2.8228,4.7468,5,4.7722
39,11,2,1.5,1,2.75,1,3,6,5,2,4,4.1013,5.7848,3.3165,5.962
39,12,2,1.5,1,2.75,1,3,6,3,4,4,2.481,6.6456,3.4937,4.6709
39,13,2,1.5,1,2.75,1,4,5,1,5,NaN,5.6329,5.0886,5.1013,3.9494
39,14,2,1.5,1,2.75,1,4,4,3,5,3,5.4051,5.4557,4.859,4.3544
39,15,2,1.5,1,2.75,1,4,4,4,5,2,5.7722,5.6962,5,6.0886
39,16,2,1.5,1,2.75,1,4,3,5,6,4,4.519,4.7179,5.5513,4.9241
39,17,2,1.5,1,2.75,1,6,4,6,4,2,5.3038,5.6582,3.9241,4.1139
39,18,2,1.5,1,2.75,1,4,4,4,2,3,5.6835,4.7342,3.0127,6.0886
39,19,2,1.5,1,2.75,1,2,1,7,6,3,3.1139,2.7089,5.6282,6.1392
39,20,2,1.5,1,2.75,1,3,3,5,6,5,3.2785,2.0641,5.0759,6.0127
39,21,2,1.5,1,2.75,1,2,2,6,6,2,1.8228,2.519,6.0759,6.3165
39,22,2,1.5,1,2.75,1,5,2,4,3,4,2.6835,2.6835,4.0253,4.4557
39,23,2,1.5,1,2.75,1,2,1,7,5,3,3.038,2.0253,5.0506,6.2911
39,24,2,1.5,1,2.75,1,2,2,6,7,6,1.6962,2.3671,6.1772,6.1266
40,1,1,4,4,4,4,7,2,7,7,4,6.6709,2.2785,6.4304,6.6329
40,2,1,4,4,4,4,7,3,6,6,6,6.4557,3.3077,5.6329,5.557
40,3,1,4,4,4,4,3,5,5,5,7,5.9114,3.557,4.359,5.0886
40,4,1,4,4,4,4,7,2,3,4,1,6.5316,2.3544,6.3291,6.1013
40,5,1,4,4,4,4,3,4,4,4,7,6.0253,2.7468,5.2436,5.9241
40,6,1,4,4,4,4,7,6,6,1,5,6.5949,3.9114,3.0513,6.1266
40,7,1,4,4,4,4,5,6,7,7,6,3.2658,6.1266,5.8228,5.962
40,8,1,4,4,4,4,3,7,7,5,7,2.4231,6.1282,4.9231,5.2179
40,9,1,4,4,4,4,3,5,5,5,6,2.9114,4.8462,5.038,4.5696
40,10,1,4,4,4,4,2,4,5,5,3,2.8228,4.7468,5,4.7722
40,11,1,4,4,4,4,3,4,4,4,4,4.1013,5.7848,3.3165,5.962
40,12,1,4,4,4,4,3,7,4,5,5,2.481,6.6456,3.4937,4.6709
40,13,1,4,4,4,4,7,3,4,6,1,5.6329,5.0886,5.1013,3.9494
40,14,1,4,4,4,4,3,5,3,3,1,5.4051,5.4557,4.859,4.3544
40,15,1,4,4,4,4,6,6,6,6,5,5.7722,5.6962,5,6.0886
40,16,1,4,4,4,4,4,5,3,3,1,4.519,4.7179,5.5513,4.9241
40,17,1,4,4,4,4,5,5,3,3,2,5.3038,5.6582,3.9241,4.1139
40,18,1,4,4,4,4,7,4,4,4,5,5.6835,4.7342,3.0127,6.0886
40,19,1,4,4,4,4,4,5,5,5,1,3.1139,2.7089,5.6282,6.1392
40,20,1,4,4,4,4,5,2,4,3,3,3.2785,2.0641,5.0759,6.0127
40,21,1,4,4,4,4,2,3,7,7,4,1.8228,2.519,6.0759,6.3165
40,22,1,4,4,4,4,3,2,4,5,7,2.6835,2.6835,4.0253,4.4557
40,23,1,4,4,4,4,6,2,5,2,2,3.038,2.0253,5.0506,6.2911
40,24,1,4,4,4,4,1,4,6,6,5,1.6962,2.3671,6.1772,6.1266
41,1,2,3.7143,3.6,4,3,7,1,7,7,7,6.6709,2.2785,6.4304,6.6329
41,2,2,3.7143,3.6,4,3,6,2,7,6,7,6.4557,3.3077,5.6329,5.557
41,3,2,3.7143,3.6,4,3,7,2,6,5,2,5.9114,3.557,4.359,5.0886
41,4,2,3.7143,3.6,4,3,6,2,6,7,6,6.5316,2.3544,6.3291,6.1013
41,5,2,3.7143,3.6,4,3,6,2,6,6,1,6.0253,2.7468,5.2436,5.9241
41,6,2,3.7143,3.6,4,3,7,2,5,4,7,6.5949,3.9114,3.0513,6.1266
41,7,2,3.7143,3.6,4,3,2,7,6,6,1,3.2658,6.1266,5.8228,5.962
41,8,2,3.7143,3.6,4,3,2,6,5,5,1,2.4231,6.1282,4.9231,5.2179
41,9,2,3.7143,3.6,4,3,2,4,4,6,2,2.9114,4.8462,5.038,4.5696
41,10,2,3.7143,3.6,4,3,2,6,6,6,1,2.8228,4.7468,5,4.7722
41,11,2,3.7143,3.6,4,3,2,6,6,5,1,4.1013,5.7848,3.3165,5.962
41,12,2,3.7143,3.6,4,3,2,7,6,6,7,2.481,6.6456,3.4937,4.6709
41,13,2,3.7143,3.6,4,3,7,2,5,6,1,5.6329,5.0886,5.1013,3.9494
41,14,2,3.7143,3.6,4,3,7,7,7,7,6,5.4051,5.4557,4.859,4.3544
41,15,2,3.7143,3.6,4,3,4,6,6,6,1,5.7722,5.6962,5,6.0886
41,16,2,3.7143,3.6,4,3,6,6,6,6,6,4.519,4.7179,5.5513,4.9241
41,17,2,3.7143,3.6,4,3,6,6,6,6,6,5.3038,5.6582,3.9241,4.1139
41,18,2,3.7143,3.6,4,3,6,6,6,3,1,5.6835,4.7342,3.0127,6.0886
41,19,2,3.7143,3.6,4,3,2,2,6,6,6,3.1139,2.7089,5.6282,6.1392
41,20,2,3.7143,3.6,4,3,6,1,7,6,7,3.2785,2.0641,5.0759,6.0127
41,21,2,3.7143,3.6,4,3,2,2,6,7,1,1.8228,2.519,6.0759,6.3165
41,22,2,3.7143,3.6,4,3,2,2,7,6,7,2.6835,2.6835,4.0253,4.4557
41,23,2,3.7143,3.6,4,3,2,2,7,6,1,3.038,2.0253,5.0506,6.2911
41,24,2,3.7143,3.6,4,3,3,2,7,7,4,1.6962,2.3671,6.1772,6.1266
42,1,2,4.4286,4.4,4.5,4,7,2,7,6,7,6.6709,2.2785,6.4304,6.6329
42,2,2,4.4286,4.4,4.5,4,7,5,7,5,7,6.4557,3.3077,5.6329,5.557
42,3,2,4.4286,4.4,4.5,4,7,5,7,5,4,5.9114,3.557,4.359,5.0886
42,4,2,4.4286,4.4,4.5,4,7,2,7,7,7,6.5316,2.3544,6.3291,6.1013
42,5,2,4.4286,4.4,4.5,4,7,4,5,NaN,3,6.0253,2.7468,5.2436,5.9241
42,6,2,4.4286,4.4,4.5,4,7,4,7,4,7,6.5949,3.9114,3.0513,6.1266
42,7,2,4.4286,4.4,4.5,4,3,6,7,6,4,3.2658,6.1266,5.8228,5.962
42,8,2,4.4286,4.4,4.5,4,1,7,7,5,3,2.4231,6.1282,4.9231,5.2179
42,9,2,4.4286,4.4,4.5,4,1,6,5,5,3,2.9114,4.8462,5.038,4.5696
42,10,2,4.4286,4.4,4.5,4,2,7,2,5,1,2.8228,4.7468,5,4.7722
42,11,2,4.4286,4.4,4.5,4,1,7,7,4,2,4.1013,5.7848,3.3165,5.962
42,12,2,4.4286,4.4,4.5,4,1,7,4,2,3,2.481,6.6456,3.4937,4.6709
42,13,2,4.4286,4.4,4.5,4,7,6,4,7,1,5.6329,5.0886,5.1013,3.9494
42,14,2,4.4286,4.4,4.5,4,7,6,1,3,1,5.4051,5.4557,4.859,4.3544
42,15,2,4.4286,4.4,4.5,4,4,5,6,3,3,5.7722,5.6962,5,6.0886
42,16,2,4.4286,4.4,4.5,4,1,3,2,7,1,4.519,4.7179,5.5513,4.9241
42,17,2,4.4286,4.4,4.5,4,6,6,6,4,4,5.3038,5.6582,3.9241,4.1139
42,18,2,4.4286,4.4,4.5,4,5,7,3,1,2,5.6835,4.7342,3.0127,6.0886
42,19,2,4.4286,4.4,4.5,4,1,4,7,7,2,3.1139,2.7089,5.6282,6.1392
42,20,2,4.4286,4.4,4.5,4,2,1,7,5,2,3.2785,2.0641,5.0759,6.0127
42,21,2,4.4286,4.4,4.5,4,1,3,7,7,6,1.8228,2.519,6.0759,6.3165
42,22,2,4.4286,4.4,4.5,4,1,4,5,3,3,2.6835,2.6835,4.0253,4.4557
42,23,2,4.4286,4.4,4.5,4,2,1,7,7,7,3.038,2.0253,5.0506,6.2911
42,24,2,4.4286,4.4,4.5,4,1,2,7,7,7,1.6962,2.3671,6.1772,6.1266
43,1,2,4.3571,4.5,4,4.5,7,1,7,7,7,6.6709,2.2785,6.4304,6.6329
43,2,2,4.3571,4.5,4,4.5,6,5,1,4,1,6.4557,3.3077,5.6329,5.557
43,3,2,4.3571,4.5,4,4.5,5,5,1,1,1,5.9114,3.557,4.359,5.0886
43,4,2,4.3571,4.5,4,4.5,6,1,6,6,5,6.5316,2.3544,6.3291,6.1013
43,5,2,4.3571,4.5,4,4.5,7,3,7,4,7,6.0253,2.7468,5.2436,5.9241
43,6,2,4.3571,4.5,4,4.5,7,1,7,1,7,6.5949,3.9114,3.0513,6.1266
43,7,2,4.3571,4.5,4,4.5,5,6,6,5,4,3.2658,6.1266,5.8228,5.962
43,8,2,4.3571,4.5,4,4.5,5,6,1,4,1,2.4231,6.1282,4.9231,5.2179
43,9,2,4.3571,4.5,4,4.5,6,6,1,1,1,2.9114,4.8462,5.038,4.5696
43,10,2,4.3571,4.5,4,4.5,3,6,6,1,3,2.8228,4.7468,5,4.7722
43,11,2,4.3571,4.5,4,4.5,6,6,6,1,3,4.1013,5.7848,3.3165,5.962
43,12,2,4.3571,4.5,4,4.5,4,6,4,2,3,2.481,6.6456,3.4937,4.6709
43,13,2,4.3571,4.5,4,4.5,1,5,1,1,1,5.6329,5.0886,5.1013,3.9494
43,14,2,4.3571,4.5,4,4.5,6,6,6,1,4,5.4051,5.4557,4.859,4.3544
43,15,2,4.3571,4.5,4,4.5,7,6,6,1,3,5.7722,5.6962,5,6.0886
43,16,2,4.3571,4.5,4,4.5,6,4,2,2,1,4.519,4.7179,5.5513,4.9241
43,17,2,4.3571,4.5,4,4.5,4,6,1,1,1,5.3038,5.6582,3.9241,4.1139
43,18,2,4.3571,4.5,4,4.5,6,6,6,1,4,5.6835,4.7342,3.0127,6.0886
43,19,2,4.3571,4.5,4,4.5,6,2,6,5,4,3.1139,2.7089,5.6282,6.1392
43,20,2,4.3571,4.5,4,4.5,6,1,6,1,6,3.2785,2.0641,5.0759,6.0127
43,21,2,4.3571,4.5,4,4.5,6,1,5,6,4,1.8228,2.519,6.0759,6.3165
43,22,2,4.3571,4.5,4,4.5,7,3,1,1,1,2.6835,2.6835,4.0253,4.4557
43,23,2,4.3571,4.5,4,4.5,5,1,5,1,3,3.038,2.0253,5.0506,6.2911
43,24,2,4.3571,4.5,4,4.5,6,1,7,6,6,1.6962,2.3671,6.1772,6.1266
44,1,1,3.2143,3,3.75,3,7,1,7,7,7,6.6709,2.2785,6.4304,6.6329
44,2,1,3.2143,3,3.75,3,7,1,7,7,7,6.4557,3.3077,5.6329,5.557
44,3,1,3.2143,3,3.75,3,1,3,7,5,7,5.9114,3.557,4.359,5.0886
44,4,1,3.2143,3,3.75,3,7,1,7,7,7,6.5316,2.3544,6.3291,6.1013
44,5,1,3.2143,3,3.75,3,7,2,7,5,7,6.0253,2.7468,5.2436,5.9241
44,6,1,3.2143,3,3.75,3,7,2,6,4,5,6.5949,3.9114,3.0513,6.1266
44,7,1,3.2143,3,3.75,3,1,7,6,7,4,3.2658,6.1266,5.8228,5.962
44,8,1,3.2143,3,3.75,3,1,7,7,3,7,2.4231,6.1282,4.9231,5.2179
44,9,1,3.2143,3,3.75,3,1,4,4,5,2,2.9114,4.8462,5.038,4.5696
44,10,1,3.2143,3,3.75,3,3,5,6,5,5,2.8228,4.7468,5,4.7722
44,11,1,3.2143,3,3.75,3,4,6,7,3,5,4.1013,5.7848,3.3165,5.962
44,12,1,3.2143,3,3.75,3,1,7,4,5,6,2.481,6.6456,3.4937,4.6709
44,13,1,3.2143,3,3.75,3,2,7,1,2,1,5.6329,5.0886,5.1013,3.9494
44,14,1,3.2143,3,3.75,3,5,6,5,6,1,5.4051,5.4557,4.859,4.3544
44,15,1,3.2143,3,3.75,3,6,6,7,6,4,5.7722,5.6962,5,6.0886
44,16,1,3.2143,3,3.75,3,6,1,6,5,3,4.519,4.7179,5.5513,4.9241
44,17,1,3.2143,3,3.75,3,7,7,4,4,1,5.3038,5.6582,3.9241,4.1139
44,18,1,3.2143,3,3.75,3,5,3,7,4,7,5.6835,4.7342,3.0127,6.0886
44,19,1,3.2143,3,3.75,3,3,1,6,6,4,3.1139,2.7089,5.6282,6.1392
44,20,1,3.2143,3,3.75,3,1,1,7,5,6,3.2785,2.0641,5.0759,6.0127
44,21,1,3.2143,3,3.75,3,1,3,7,7,6,1.8228,2.519,6.0759,6.3165
44,22,1,3.2143,3,3.75,3,3,2,7,5,7,2.6835,2.6835,4.0253,4.4557
44,23,1,3.2143,3,3.75,3,2,1,7,6,5,3.038,2.0253,5.0506,6.2911
44,24,1,3.2143,3,3.75,3,2,1,7,7,7,1.6962,2.3671,6.1772,6.1266
45,1,2,4.7857,4.7,5,4.5,7,2,7,6,6,6.6709,2.2785,6.4304,6.6329
45,2,2,4.7857,4.7,5,4.5,7,3,7,5,7,6.4557,3.3077,5.6329,5.557
45,3,2,4.7857,4.7,5,4.5,7,3,7,5,6,5.9114,3.557,4.359,5.0886
45,4,2,4.7857,4.7,5,4.5,7,1,7,7,1,6.5316,2.3544,6.3291,6.1013
45,5,2,4.7857,4.7,5,4.5,6,1,7,5,3,6.0253,2.7468,5.2436,5.9241
45,6,2,4.7857,4.7,5,4.5,7,4,7,1,7,6.5949,3.9114,3.0513,6.1266
45,7,2,4.7857,4.7,5,4.5,5,7,7,6,7,3.2658,6.1266,5.8228,5.962
45,8,2,4.7857,4.7,5,4.5,3,7,6,5,7,2.4231,6.1282,4.9231,5.2179
45,9,2,4.7857,4.7,5,4.5,6,6,7,5,7,2.9114,4.8462,5.038,4.5696
45,10,2,4.7857,4.7,5,4.5,5,4,6,5,4,2.8228,4.7468,5,4.7722
45,11,2,4.7857,4.7,5,4.5,5,7,7,2,4,4.1013,5.7848,3.3165,5.962
45,12,2,4.7857,4.7,5,4.5,6,7,7,3,3,2.481,6.6456,3.4937,4.6709
45,13,2,4.7857,4.7,5,4.5,6,7,4,5,1,5.6329,5.0886,5.1013,3.9494
45,14,2,4.7857,4.7,5,4.5,7,7,4,4,2,5.4051,5.4557,4.859,4.3544
45,15,2,4.7857,4.7,5,4.5,7,7,6,4,2,5.7722,5.6962,5,6.0886
45,16,2,4.7857,4.7,5,4.5,7,6,4,5,1,4.519,4.7179,5.5513,4.9241
45,17,2,4.7857,4.7,5,4.5,5,7,5,4,4,5.3038,5.6582,3.9241,4.1139
45,18,2,4.7857,4.7,5,4.5,7,7,7,1,7,5.6835,4.7342,3.0127,6.0886
45,19,2,4.7857,4.7,5,4.5,3,2,7,4,2,3.1139,2.7089,5.6282,6.1392
45,20,2,4.7857,4.7,5,4.5,7,1,7,6,1,3.2785,2.0641,5.0759,6.0127
45,21,2,4.7857,4.7,5,4.5,5,1,7,6,3,1.8228,2.519,6.0759,6.3165
45,22,2,4.7857,4.7,5,4.5,5,2,7,4,7,2.6835,2.6835,4.0253,4.4557
45,23,2,4.7857,4.7,5,4.5,6,1,7,6,4,3.038,2.0253,5.0506,6.2911
45,24,2,4.7857,4.7,5,4.5,4,4,7,6,7,1.6962,2.3671,6.1772,6.1266
46,1,1,3.6429,3.7,3.5,3.5,7,2,7,7,7,6.6709,2.2785,6.4304,6.6329
46,2,1,3.6429,3.7,3.5,3.5,7,4,5,6,4,6.4557,3.3077,5.6329,5.557
46,3,1,3.6429,3.7,3.5,3.5,7,4,6,6,3,5.9114,3.557,4.359,5.0886
46,4,1,3.6429,3.7,3.5,3.5,7,1,5,6,1,6.5316,2.3544,6.3291,6.1013
46,5,1,3.6429,3.7,3.5,3.5,7,2,6,6,6,6.0253,2.7468,5.2436,5.9241
46,6,1,3.6429,3.7,3.5,3.5,7,4,5,2,2,6.5949,3.9114,3.0513,6.1266
46,7,1,3.6429,3.7,3.5,3.5,4,6,6,6,6,3.2658,6.1266,5.8228,5.962
46,8,1,3.6429,3.7,3.5,3.5,4,7,7,6,7,2.4231,6.1282,4.9231,5.2179
46,9,1,3.6429,3.7,3.5,3.5,4,5,6,6,6,2.9114,4.8462,5.038,4.5696
46,10,1,3.6429,3.7,3.5,3.5,7,2,6,5,7,2.8228,4.7468,5,4.7722
46,11,1,3.6429,3.7,3.5,3.5,3,5,5,5,1,4.1013,5.7848,3.3165,5.962
46,12,1,3.6429,3.7,3.5,3.5,2,7,7,6,6,2.481,6.6456,3.4937,4.6709
46,13,1,3.6429,3.7,3.5,3.5,7,4,5,5,2,5.6329,5.0886,5.1013,3.9494
46,14,1,3.6429,3.7,3.5,3.5,7,7,7,7,4,5.4051,5.4557,4.859,4.3544
46,15,1,3.6429,3.7,3.5,3.5,7,7,7,7,7,5.7722,5.6962,5,6.0886
46,16,1,3.6429,3.7,3.5,3.5,5,6,6,6,1,4.519,4.7179,5.5513,4.9241
